time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.39684902292e-06,1.18031336972e-05,10.0065406426,0.00234587143416,0.000906939058044,0.0,-0.000210479661527,0.000695269263733,0.218004159472,-0.0180209194423,0.00930112900363,0.0,472.14630701231545,472.8631706689382,473.9133886844773,472.52653622282855
0.12000000000000001,-4.29058721673e-05,0.000111778972021,10.0236544356,0.00447720322416,0.00250261705354,0.0,-0.00129065800972,0.00284567076593,0.352422128714,0.000450126483364,-0.00312171829864,0.0,448.3761959176481,447.3659002151023,446.8879620659139,448.39088717162235
0.18,-0.000181235331267,0.000422470574485,10.0515300364,0.0108288858749,0.0025356366302,0.0,-0.00331916965622,0.00830966734942,0.57667260317,-0.0283252302637,0.000958362165649,0.0,474.18426095783246,474.49757460458426,476.4769143489626,474.2723528225317
0.23999999999999996,-0.000503412094318,0.00117341353438,10.0891113947,0.0178387579823,0.0202744913805,0.0,-0.00927582684101,0.0174696577992,0.675959339991,-0.06187612335,-0.0463198914415,0.0,439.5502027559804,435.6150008308082,437.94254926397537,435.1424349065304
0.3,-0.00146481170651,0.00257365688643,10.1324781472,0.0144737053367,0.0175223532956,0.0,-0.0224949036885,0.0288586690743,0.76955110293,-0.0565081751617,-0.0496851706451,0.0,436.5796121803394,436.2973677109341,434.17481114746204,434.6222325677328
0.36000000000000004,-0.00320635827568,0.00467708397893,10.1830439629,0.0266642712628,0.0191947648922,0.0,-0.035712546866,0.0426301677218,0.915840786295,-0.100965602037,-0.0272239698135,0.0,450.74772276254083,452.55804606532627,454.23340335233553,450.65058456671403
0.4200000000000001,-0.00567679104208,0.00768923746459,10.2376468116,0.0240339171416,0.0176387650287,0.0,-0.0465062605175,0.0575689057095,0.904270843807,-0.12248258626,-0.0317002203426,0.0,400.749916756749,400.3425497000833,402.2660029430874,400.30131083211086
0.48000000000000015,-0.00884485334615,0.0116540361963,10.2959048651,0.0211564158796,0.0163458809116,0.0,-0.0589662689801,0.0743071651059,1.03756064004,-0.146878617526,-0.0415338137471,0.0,448.54263326918067,447.74290092043367,449.40653714280734,447.4094246943099
0.5400000000000001,-0.0127772501106,0.0165955569533,10.3652091364,0.0124266756937,0.014339500263,0.0,-0.0718574676754,0.089346222717,1.27237345584,-0.151455921713,-0.0350062569875,0.0,479.1706296354654,479.66588351234185,478.60948875884264,478.24205978812984
0.6000000000000002,-0.017462540253,0.0222864935581,10.4503676913,0.0132253992872,0.0132830387718,0.0,-0.0841629436638,0.100409280653,1.56589116109,-0.118192793771,-0.0249498481773,0.0,495.47513379328524,496.21358719039785,495.19370690883227,497.61819153828856
0.6600000000000003,-0.0228234581623,0.0286193871304,10.5491709313,0.0152767344034,0.016514931203,0.0,-0.0948650935834,0.110951017098,1.72731058456,-0.152538620103,-0.00229814373872,0.0,457.90769640457387,459.70601030606446,459.3628003249679,456.61635123561774
0.7200000000000003,-0.0288679515723,0.0355696866117,10.6565112485,0.00682044498244,0.0163734236785,0.0,-0.10660255185,0.119841769368,1.85052036447,-0.162957343851,-0.00450088949968,0.0,448.0825932946518,447.90355931358454,446.7629588651548,445.8897700584206
0.7800000000000004,-0.0356713102777,0.0428757118244,10.772664548,6.2805493135,0.0249266321938,0.0,-0.121096978352,0.122635477681,2.02095705933,-0.170480063794,0.026860331442,0.0,461.13651078684694,463.60701739509614,461.976071186089,461.3575197292115
0.8400000000000004,-0.0434452764514,0.0501427409748,10.8963828063,6.27058940767,0.0266722710878,0.0,-0.138202278682,0.118604893737,2.10282876665,-0.165875126424,0.02984620414,0.0,434.99746318709333,435.24763468767406,435.07196789635424,435.42934347679125
0.9000000000000005,-0.0523481833379,0.0569416580324,11.0269327337,6.26116365221,0.0318375202945,0.0,-0.159138873058,0.106996765852,2.24852796216,-0.159035521005,0.00848731200058,0.0,456.5711315537096,454.86399920638513,455.0227045413468,455.54508997161133
0.9600000000000005,-0.0626088016772,0.0628807496411,11.1657515363,6.25943991936,0.0376668871865,0.0,-0.183521860823,0.0908317156296,2.37847615929,-0.190890354414,-0.0180080054673,0.0,451.69136919151794,449.5496582909195,453.2976671704827,450.70344580143666
1.0200000000000005,-0.0745941520265,0.0676589011967,11.3167355379,6.24800839658,0.0369226518708,0.0,-0.215866484478,0.0669915371959,2.65369144889,-0.1900739899,-0.0127435623308,0.0,494.0724665233581,494.46054988965125,495.17328658597984,495.20204642745995
1.0800000000000005,-0.0882874705731,0.0709675338583,11.4776967792,6.2400889236,0.0430379437809,0.0,-0.241187142268,0.0425654252067,2.71149286505,-0.211760400854,-0.042701761813,0.0,431.4454371279591,428.90850782299566,431.7655996665242,429.89256893962056
1.1400000000000006,-0.103804441996,0.0724345578096,11.6470967853,6.23270204907,0.0416330472412,0.0,-0.275870044202,0.00544412175592,2.93459069425,-0.187669641028,-0.0557470897973,0.0,480.8812767469583,479.89093481131476,481.7391060615287,483.5201623706521
1.2000000000000006,-0.121218373532,0.0716599002025,11.8264300558,6.22151277648,0.0384897491527,0.0,-0.304266515075,-0.0324086958634,3.04285149518,-0.185716265927,-0.0620094509576,0.0,448.8003103790264,448.2894513565697,447.81229720866736,447.93749899021253
1.2600000000000007,-0.140164660395,0.0685721560532,12.0093027001,6.211358292,0.0374998916369,0.0,-0.327174312328,-0.0714034391846,3.0528183536,-0.197874820972,-0.0450679544322,0.0,415.573063145305,417.05303283362025,418.6021862453313,417.5051904483191
